category,created_at,description,list_price,net_price,product_id,quantity_available,store_id,title,vendor_id
Computers & Tablets,2023-07-26T12:02:16.682Z,"[""FOR HOME, WORK, & SCHOOL – With an Intel processor, 14-inch display, custom-tuned stereo speakers, and long battery life, this Chromebook laptop lets you knock out any assignment or binge-watch your favorite shows..Voltage:5.0 volts"", ""HD DISPLAY, PORTABLE DESIGN – See every bit of detail on this micro-edge, anti-glare, 14-inch HD (1366 x 768) display (1); easily take this thin and lightweight laptop PC from room to room, on trips, or in a backpack."", ""ALL-DAY PERFORMANCE – Reliably tackle all your assignments at once with the quad-core, Intel Celeron N4120—the perfect processor for performance, power consumption, and value (2)."", ""4K READY – Smoothly stream 4K content and play your favorite next-gen games with Intel UHD Graphics 600 (3) (4)."", ""MEMORY AND STORAGE – Enjoy a boost to your system’s performance with 4 GB of RAM while saving more of your favorite memories with 64 GB of reliable flash-based eMMC storage (5)."", ""DESIGNED TO KEEP UP WITH YOU – Get everything on your to-do list done with up to 14 hours of battery life (6); plus, HP Fast Charge technology charges your laptop computer from 0 to 50% in approximately 45 minutes, so you never miss a beat (7)."", ""CHROME OS AND WARRANTY – Redefine how you work and play with the always secure and up-to-date Chrome browser, offering a huge selection of android apps in the Google Play Store (8). Start computing with confidence as your Google Chromebook laptop is covered by a 1-year limited hardware warranty."", ""ROCK SOLID CONNECTIVITY – Experience powerful connectivity with the 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth combo, perfect for remote work, modern games, or streaming your favorite show (9) (10)."", ""MULTI-TOUCH TOUCHPAD – Your device’s full-size keyboard features a true multi-touch touchpad that supports four-finger gestures and lets you scroll, zoom, and navigate with a simple touch."", ""SUSTAINABLE DESIGN – HP is committed to global citizenship and environmental responsibility—that’s why this laptop Chromebook is ENERGY STAR certified (11) and EPEAT Silver registered (12).""]",163716.686700,163500,1199,46,199,"HP Chromebook 14 Laptop, Intel Celeron N4120, 4 GB RAM, 64 GB eMMC, 14"" HD Display, Chrome OS, Thin Design, 4K Graphics, Long Battery Life, Ash Gray Keyboard (14a-na0226nr, 2022, Mineral Silver)",463
Computers & Tablets,2023-07-26T12:02:17.166Z,"[""CNET BEST PICK: CNET (12/22) picked Samsung Galaxy Tab S7 FE as \""Best Android Tablet” for 2023, highlighting its “…premium look and feel for significantly less money.”"", ""BIG SCREEN, BIG EXPERIENCE: A large 12.4 inch display brings your content to life in brilliant color whether indoors or outdoors, making Samsung Galaxy S7 FE a great tablet for study time or for a quick entertainment break"", ""BOLD COLORS, BOLD STATEMENT: Choose a bold color – Mystic Black, Mystic Green, Mystic Silver or Mystic Pink — that makes it unmistakably yours"", ""WRITE, DRAW, CLIP, TAP WITH S PEN: Take notes in class, sketch out an idea or even doodle with the included S Pen, featuring a responsive new design that feels closer to pen on paper than ever before"", ""MORE WORKSPACE, MORE WAYS TO WORK: Master every assignment with Galaxy connectivity; Get more done on an expanded workstation that lets you hand off content between your devices, or enjoy a PC like experience with multiple windows open on your tablet"", ""POWERED TO DO MORE: Galaxy Tab S7 FE features a long battery life* to help you power through your day — and then some — on a single charge"", ""SPEED TO MOVE, SPACE TO GROW: With the Qualcomm SM7225 Octa-Core processor, you’ll enjoy smooth entertainment; Plus, high storage memory lets you save and store what you need to access on a moment’s notice"", ""STREAM YOUR HEART OUT, 160+ CHANNELS: Unwind with two months of ad free access to millions of videos with YouTube Premium*; Also get free access to Samsung Mobile TV Plus, and over 160 channels and videos on demand, such as movies, music, news and sports""]",450987.916800,449992.500000,1200,16,199,"SAMSUNG Galaxy Tab S7 FE 12.4” 256GB WiFi Android Tablet, Large Screen, S Pen Included, Multi Device Connectivity, Long Lasting Battery, US Version, 2021, Mystic Black",463
Computers & Tablets,2023-07-26T12:02:17.667Z,"[""Take your game to the next level with the 12th Gen Intel Core i5 processor. Get immersive and competitive performance for all your games."", ""RTX, It's On: The latest NVIDIA GeForce RTX 3050 (4GB dedicated GDDR6 VRAM) is powered by award-winning architecture with new Ray Tracing Cores, Tensor Cores, and streaming multiprocessors support DirectX 12 Ultimate for the ultimate gaming performance."", ""Picture-Perfect. Furiously Fast: With the sharp visuals of a 15.6” Full HD IPS display with a lightning-quick 144Hz refresh rate, your game sessions will be fluid, unbroken, and unmatched."", ""Internal Specifications: 8GB DDR4 3200MHz Memory (2 DDR4 Slots Total, Maximum 32GB); 512GB PCIe Gen 4 SSD (2 x PCIe M.2 Slots, 1 x 2.5\"" Hard Drive Bay Available)"", ""Killer Connectivity: Get an edge on-line by taking control of your network and prioritizing your gameplay with Killer Ethernet E2600 and Killer Wi-Fi 6 AX1650."", ""Chilled to Perfection: The newly refined chassis comes with a few extra tricks up its sleeve in the form of dual-fan cooling, dual-intakes (top and bottom), and a quad-exhaust port design."", ""Ports For All Your Accessories: USB Type-C Port USB 3.2 Gen 2 (up to 10 Gbps) DisplayPort over USB Type-C, Thunderbolt 4 & USB Charging, USB 3.2 Gen 2 Port (Featuring Power-off Charging), USB 3.2 Gen 2 port, USB 3.2 Gen 1 port, HDMI 2.1 Port with HDCP support, Headphone/Speaker/Line-out Jack, Ethernet (RJ-45), DC-in for AC adapter"", ""The Right Fit: 14.19\"" W x 10.67\"" D x 1.06\"" H; 5.51 lbs.; One-Year International Travelers Limited Warranty (ITW""]",578157.834800,577927.500000,1201,27,199,"Acer Nitro 5 AN515-58-525P Gaming Laptop | Intel Core i5-12500H | NVIDIA GeForce RTX 3050 Laptop GPU | 15.6"" FHD 144Hz IPS Display | 8GB DDR4 | 512GB PCIe Gen 4 SSD | Killer Wi-Fi 6 | Backlit Keyboard",463
Computers & Tablets,2023-07-26T12:02:18.166Z,"[""Chromebook runs on Chrome OS - An operating system by Google that is built for the way we live today. It updates automatically, boots up in seconds and continues to stay fast over time. (Internet connection is required)."", ""All the Google apps you know and love come standard on every Chromebook, which means you can edit, download, and convert Microsoft Office files in Google Docs, Sheets and Slides."", ""Get access to more than 2 million Android apps from Google Play to learn and do more."", ""Chromebooks come with built-in storage for offline access to your most important files and an additional 100GB of Google Drive space to ensure that all of your files are backed up automatically."", ""Intel Pentium Silver N6000 Processor (Up to 3.3GHz) | Intel UHD Graphics"", ""14.0\"" HD (1366 x 768) LED-backlit TFT LCD Corning Gorilla Glass Display with Multi-Touch and USI Stylus Compatible | 4GB LPDDR4X On-Board Memory | 128GB eMMC"", ""Intel Wireless Wi-Fi 6 AX201 802.11ax Dual-Band 2.4GHz and 5GHz featuring 2x2 MU-MIMO technology | Bluetooth 5.1 | DTS Audio with Two Built-in Face-Up Stereo Speakers"", ""1 - USB Type C port supporting USB 3.2 Gen 1 (up to 5 Gbps), DisplayPort over USB-C, USB Charging, DC-in | 2 - USB 3.2 Gen 1 ports | 1 - HDMI Port"", ""OceanGlass Touchpad | Up to 10 hours of battery life | Chrome OS""]",246622.685400,246225,1202,17,199,"Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14"" HD Corning Gorilla Glass Touch Display | 4GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P9G7",463
Computers & Tablets,2023-07-26T12:02:18.626Z,"[""CNET BEST PICK: CNET (12/22) picked Samsung Galaxy Tab S8+ as \""Best Android Tablet” for 2023, highlighting its “…great size for entertainment and gaming, while big enough for light productivity tasks and still small enough for travel.”"", ""FASTEST WI-FI: Work and play with the blazing fast speed of Wi-Fi 6E -- 3x faster than the previous generation of Wi-Fi"", ""LARGE DISPLAY, INCREDIBLE VISUALS: Get more enjoyment out of every moment with a big 12.4 inch sAMOLED screen and high resolution that dazzles with unbelievable brilliance, crispness, and color"", ""ULTRA WIDE CAMERA: Record super clear video in 4K and great photos with an ultra-wide front camera with auto framing; With Galaxy S8 plus, your photography skills will shine regardless of your experience level behind the lens"", ""S PEN: Inspire your imagination with our fastest S Pen yet, an S Pen that is more responsive than ever, feels even more like a real pen, and it’s included with tablet purchase"", ""DeX MULTITASKING: Do more on the go with enhanced productivity capabilities, like Samsung DeX and Microsoft 365 integration, that give you a PC experience, wherever you happen to be"", ""PACKED WITH POWER: Galaxy Tab S8 plus provides powerful performance with an upgraded Qualcomm Snapdragon chipset and all-day battery to get you through your day, whether you’re working, streaming, or gaming""]",600471.551600,599992.500000,1203,0,199,"SAMSUNG Galaxy Tab S8+ 12.4” 128GB WiFi 6E Android Tablet, Large AMOLED Screen, S Pen Included, Ultra Wide Camera, Long Lasting Battery, US Version, 2022, Graphite",463
Computers & Tablets,2023-07-26T12:02:37.865Z,"[""LATEST GEN - 13th Gen Intel Core i7 Processor: Elite gaming and professional content creation, anywhere. Game, stream, and record without interruption."", ""Simplistic Design: Enjoy the latest generation Windows 11 Home for your everyday needs. *MSI recommends Windows 11 Pro for business use."", ""Beyond Fast: The NVIDIA GeForce RTX 4070 GPU powered by the Ada architecture unleashes the full glory of ray tracing, which simulates how light behaves in the real world."", ""FHD Display: The 15.6\"" 16:9 144Hz display delivers fast refresh rate for better immersive experience"", ""High-Speed Data: Thunderbolt 4 and DDR5-4000 memory for the fastest data transfer, system speed and responsiveness.""]",1040.244400,750,1241,38,199,"MSI Katana 15 15.6"" 144Hz FHD Gaming Laptop: 13th Gen Intel Core i7, RTX 4070, 16GB DDR5, 1TB NVMe SSD, USB-Type C, Cooler Boost 5, Win11 Home: Black B13VGK-484US",463
Computers & Tablets,2023-07-26T12:02:19.116Z,"[""POWER UP YOUR PLAY - Draw more frames and win more games with Windows 11, a 13th Gen Intel Core i9-13980HX processor, and an NVIDIA GeForce RTX 4070 Laptop GPU at 140W Max TGP."", ""BLAZING FAST MEMORY AND STORAGE – Multitask swiftly with 16GB of DDR5-4800MHz memory and speed up loading times with 1TB of PCIe 4x4."", ""ROG INTELLIGENT COOLING – To put this amount of power in a gaming laptop, you need an even better cooling solution. The Strix features Thermal Grizzly’s Conductonaut Extreme liquid metal on the CPU, and a third intake fan among other premium features, to allow for better sustained performance over long gaming sessions."", ""SWIFT VISUALS – The Strix G16 has a fast FHD 165Hz panel to make sure you never miss a moment. It also covers 100% of the sRGB color space and feature Dolby Vision, Adaptive-Sync support, and an 90% screen-to-body ratio for a stellar gaming and viewing experience."", ""MUX SWITCH WITH ADVANCED OPTIMUS - A MUX Switch increases laptop gaming performance by 5-10% by routing frames directly from the dGPU to the display bypassing the iGPU. With Advanced Optimus the switch between iGPU and dGPU becomes automatic based on the task, optimizing battery life.""]",1673.172400,750,1204,5,199,"ASUS G614JI-AS94 ROG Strix G16 (2023) Gaming Laptop, 16â€ 16:10 FHD 165Hz, GeForce RTX 4070, Intel Core i9-13980HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G614JI-AS94, Eclipse Gray",463
Computers & Tablets,2023-07-26T12:02:19.576Z,"[""Chromebook runs on Chrome OS - An operating system by Google that is built for the way we live today. It updates automatically, boots up in seconds and continues to stay fast over time. (Internet connection is required)."", ""All the Google apps you know, and love come standard on every Chromebook, which means you can edit, download, and convert Microsoft Office files in Google Docs, Sheets and Slides."", ""Get access to more than 3 million Android apps from Google Play to learn and do more."", ""Chromebooks come with built-in storage for offline access to your most important files and an additional 100GB of Google Drive space to ensure that all your files are backed up automatically."", ""Intel Celeron N4500 Processor (Up to 2.8GHz) | Intel UHD Graphics"", ""17.3\"" Full HD Widescreen ComfyView LED-backlit IPS Display | 4GB LPDDR4X On-Board Memory | 128GB eMMC"", ""Intel Wireless Wi-Fi 6 AX201 802.11ax Dual-Band 2.4GHz and 5GHz featuring 2x2 MU-MIMO technology | Bluetooth 5.2 or above | Two Built-in Stereo Speakers"", ""2 - USB Type-C ports USB 3.2 Gen 1 (up to 5 Gbps) DisplayPort over USB Type-C & USB Charging | 2 - USB 3.2 Gen 1 ports"", ""Up to 10 hours of battery life | Chrome OS""]",249072.206500,248797.500000,1205,1,199,"Acer Chromebook 317 CB317-1H-C6RK Laptop | Intel Celeron N4500 | 17.3"" Full HD IPS Display | 4GB LPDDR4X | 128GB eMMC | Intel Wireless Wi-Fi 6 AX201 802.11ax | Chrome OS, Silver",463
Computers & Tablets,2023-07-26T12:02:20.065Z,"[""Professional-grade performance: With a 12th Generation Intel Core i7 processor, 16 GB of RAM, 1 TB SSD, and NVIDIA GeForce RTX 3060 graphics, Zenbook Pro Duo 15 OLED is a true powerhouse"", ""Amazing visuals: this 15” touchscreen laptop has a 4K OLED HDR NanoEdge display. ASUS OLED laptop computers provide ultrasmooth visuals, professional-grade colors and better eye care."", ""Extreme durability: Durable laptop that meets ultra-demanding military standards for durability, giving you protection and peace of mind wherever you go"", ""Enhanced productivity: the tilting ScreenPad Plus – a secondary 14 inch 4K touchscreen that automatically tilts up for comfortable viewing - gives you endless ways to optimize your multitasking experience"", ""Ergonomic features: with the ASUS ErgoLift Stand, tilting ScreenPad Plus, LED NumberPad and the included detachable palm rest and ASUS active stylus pen, this ASUS laptop will give you a more ergonomic and stable experience"", ""Complimentary 3-month Adobe Creative Cloud subscription with the purchase. Learn more on ASUS website for more details""]",1241.680000,750,1206,15,199,"ASUS ZenBook Pro Duo 15 UX582 Laptop, 15.6” OLED 4K Touch Display, i7-12700H, 16GB, 1TB, GeForce RTX 3060, ScreenPad Plus, Windows 11 Home, Celestial Blue, UX582ZM-AS76T",463
Computers & Tablets,2023-07-26T12:02:20.545Z,"[""ROBUST COMPUTING HUB: Tackle any task—from basic computing to multimedia entertainment—every time you power up this beastly machine. Easily expandable and driven by a 12th Gen Intel Core i5 processor, it has the speed, power and storage to do more—everyday."", ""12th Generation Intel Core i5-12400 6-Core Processor (Up to 4.4GHz) | Intel UHD Graphics 730"", ""12GB 3200MHz DDR4 Memory | 512GB M.2 2280 NVMe SSD | 8X DVD-Writer Double-Layer Drive (DVD-RW)"", ""Intel Wireless Wi-Fi 6 AX201 802.11ax Dual-Band 2.4GHz and 5GHz featuring 2x2 MU-MIMO technology | Bluetooth 5.2 | 10/100/1000 Gigabit Ethernet LAN"", ""1 - USB 3.2 Type C Gen 1 port (up to 5 Gbps) (Front) | 2 - USB 3.2 Gen 1 Ports (1 Front and 1 Rear) | 4 - USB 2.0 Ports (Rear) | 2 - HDMI Ports (Rear)"", ""USB Keyboard and Mouse Included | Windows 11 Home""]",452289.608200,451935,1207,2,199,Acer Aspire TC-1760-UA92 Desktop | 12th Gen Intel Core i5-12400 6-Core Processor | 12GB 3200MHz DDR4 | 512GB NVMe M.2 SSD | 8X DVD | Intel Wireless Wi-Fi 6 AX201 | Bluetooth 5.2 | Windows 11 Home,463
Computers & Tablets,2023-07-26T12:02:21.025Z,"[""LATEST GEN - 13th Gen Intel Core i7 Processor: Elite gaming and professional content creation, anywhere. Game, stream, and record without interruption."", ""Simplistic Design: Enjoy the latest generation Windows 11 Home for your everyday needs. *MSI recommends Windows 11 Pro for business use."", ""Beyond Fast: The NVIDIA GeForce RTX 4070 GPU powered by the Ada architecture unleashes the full glory of ray tracing, which simulates how light behaves in the real world."", ""FHD Display: The 15.6\"" 16:9 144Hz display delivers fast refresh rate for better immersive experience"", ""High-Speed Data: Thunderbolt 4 and DDR5-4000 memory for the fastest data transfer, system speed and responsiveness.""]",1201.903200,750,1208,40,199,"MSI Katana 15 15.6"" 144Hz FHD Gaming Laptop: 13th Gen Intel Core i7, RTX 4070, 16GB DDR5, 1TB NVMe SSD, USB-Type C, Cooler Boost 5, Win11 Home: Black B13VGK-484US",463
Computers & Tablets,2023-07-26T12:02:21.525Z,"[""Pocketable Entertainment: Tap into on-the-go fun for you or your kids with a slim-and-light 8-inch HD display and powerful dual speakers. Get one Tab M8 (4th gen) for each member of the household."", ""All Day Fun: Pack full power to sustain an entire day for kids to learn and grow on day and road trips with up to 16 hours of streaming on the 5100 mAh battery"", ""Safer Screen Time: The Lenovo Tab M8 (4th Gen) is TÜV Eye Care Certified. It protects sensitive eyes by reducing harmful blue light emissions. Turn on Reading Mode for a more realistic and immersive reading experience that lets you read for longer"", ""Greater Peace of Mind: Safeguard yourself and your family with a privacy dashboard that lets you manage your privacy permission accesses. Know when your camera and microphone is on through the camera and microphone indicator for greater peace of mind."", ""Help Your Family Create Better Digital Habits: With parental controls in the Family Link app from Google, you can guide your child’s experience by managing content, setting screen time limits, and more, all from your own device.""]",8084.057800,7492.500000,1209,13,199,"Lenovo Tab M8 (4th Gen) - 2023 - Tablet - Long Battery Life - 8"" HD - Front 2MP & Rear 5MP Camera - 2GB Memory - 32GB Storage - Android 12 (Go Edition) or Later",463
Computers & Tablets,2023-07-26T12:02:22.445Z,"[""Powerful Productivity: 11th Generation Intel Core i3-1115G4 Dual Core processor delivers unmatched speed and intelligence, enabling impressive creating, productivity, and gaming experiences. With Turbo Boost Technology, get up to 4.1GHz for your high-demand applications. Connectivity Technology: Wi-Fi, Bluetooth, HDMI"", ""Visibly Stunning: Experience sharp details and crisp colors on the 15.6\"" Full HD IPS display with 82.58% screen-to-body, 16:9 aspect ratio and narrow bezels."", ""Ergonomic Typing: Ergonomically designed hinge lifts the keyboard for comfortable typing, improved cooling, and a better sound experience."", ""Internal Specifications: 8GB DDR4 on-board memory (1 slot available); 128GB NVMe solid-state drive storage (1 hard drive bay available) to store your files and media"", ""Acer's Purified.Voice technology, features enhanced digital signal processing to cancel out background noise, improve speech accuracy and far-field pickup, which not only makes calls clearer, but makes talking to Alexa easier than before."", ""Using Alexa on your PC is as easy as asking a question. Just ask and Alexa can check your calendar, create lists, play music, answer questions, read the news and more."", ""Secure Operating System: Windows 11 Home in S mode comes with advanced security features built right in, like protections against phishing and malicious software so you don't have to think twice when navigating to a new webpage or downloading an app.""]",225699.711700,224992.500000,1211,35,199,"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode",463
Computers & Tablets,2023-07-26T12:02:23.072Z,"[""FAST AND FLUID - Handle any task with the latest 12 cores Intel Core i7-12700F with 25MB Cache, and up to 4.9 GHz on the ROG B660 board & chipset."", ""HYPER REALISM. IT’S ON - Reach another level of gaming realism with the NVIDIA GeForce RTX 3060 (12GB DDR6) graphics with the visual fidelity of real-time ray tracing and the ultimate performance of AI-powered DLSS."", ""JUMP INTO THE GAME - This gaming pc allows you to store all your game library in its high-performance 1TB M.2 PCIe SSD while also boasting a 16GB DDR4 RAM to allow you to alt-tab almost instantaneously."", ""YOUR DEVICE, YOUR WAY - Game your way with customizable ASUS Aura Sync RGB chassis lighting and EMI-reducing transparent side panel."", ""STAY COOL – Our prebuilt gaming computer features Flow Tech Ventilation with two isolated air chambers preventing heat from the CPU and GPU from warming up the power supply unit and storage drives."", ""BUILT-IN HANDLE - This prebuilt gaming pc is designed for gamers by gamers with a carry handle that lets you bring your tower to any LAN party, while a side hook neatly holds your headset to reduce cluttering."", ""FRONT I/O - 1x Headphone, 1x Mic in, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C"", ""REAR I/O - 1x RJ45 Gigabit Ethernet, 1x HDMI 2.0a, 1x Display port 1.4, 5x Audio jacks, 4x USB 2.0 Type-A, 1x USB 3.2 Gen 2 Type-C, 2x USB 3.2 Gen 2 Type-A"", ""GPU PORTS - 3x DP, 1x HDMI"", ""BUNDLE UP - Bundled with a wired keyboard and optical mouse, this gaming pc desktop lets you dive straight into your games.""]",1543.176500,750,1212,0,199,"ROG Strix G15 Gaming Desktop PC, Intel Core i7-12700F, GeForce RTX 3060 12GB, 16GB DDR4 RAM, 1TB PCIe 4.0 SSD, Windows 11 Home, G15CF-AB766",463
Computers & Tablets,2023-07-26T12:02:23.672Z,"[""💻【Tablet with Keyboard 】 FESABOLE Tablet 2 in 1 Android Tablet comes with bluetooth keyboard, foldable protective case, it can flexibly turn tablet into a laptop mode or computer mode. Enables you to work and learn efficiently and quickly handle daily tasks, offers you limitless features and capabilities."", ""💻【2.4G/5G Wifi + 8 Core CPU, 4GB+128GB Tablet】 Android OS tablet is equipped with 4GB RAM +ROM 128GB large capacity, expandable storage up to 1TB. You can download and store your favorite books, songs, photos, movies, games and anything you want. You can fully enjoy without worrying about running out of space. Tablet is powered by Octa-Core Processor. 2023 newest Android OS tablet provides + 40% faster processing speed than regular Quad-Core. Now you can enjoy programs and high-load games more comfortably."", ""💻【The Latest Android OS Tablet & GMS Certification】 Andorid tablet 10 inch is equipped with a new system \""Android OS\"", providing a more personalized, safe and easy-to-operate system experience.The GMS Certified latest Android Tablet, with basic Google apps already on and without bloatware. Get rid of unexpected ads and download apps from Google Play, such as SKYGO, NetFlix, YouTube and more."", ""💻【Long Lasting Battery】 Equipped with a long-lasting and environmentally compliant 7000 mAh battery, this 10-inch tablet will effortlessly provide you with up to 8 hours of support for reading, browsing, watching movies and playing games. The long-lasting battery life and lightweight design allow you to enjoy your tablet anywhere, anytime, so you can work or play throughout the day while you're on the move. Easily charge via the Type-C port and rest assured the battery will last."", ""💻【HD Lens, Capture Your Wonderful Moments And Speakers】 With front 8 MP & Rear 13 MP dual cameras, which would bring your excellent photos and clear video chats. 3D stereo surround effect, bringing clear, full, and detailed sensations. Intelligent switching of sound effects in multiple scenes such as music, movies, games, and calls, make your immerse yourself in entertainment."", ""💻【ANDROID OS TABLET & PARENTAL CONTROL】 This tablet can effectively manage tablet usage time, application selection, achieve a better control between learning and entertainment. Newest android OS system - ideal for family entertainment, learning, working, etc.""]",142589.081700,142485,1213,23,199,"FESABOLE Tablet 2 in 1 Newest, 10.1 inch Android Tablet, 128GB Storage+1TB Expand, Octa-Core Android Tablet, 2.4G/5G WiFi, 8MP+13MP Camera, with Keyboard, Case, Stylus, 7000mAh Battery",463
Computers & Tablets,2023-07-26T12:02:24.172Z,"[""Let the Speed Blow You Away: Equipped with 4GB RAM & 64GB ROM, the octa-core CPU operates at up to 1.6 GHz, 60Hz refresh rate and 390Hz touch sampling rate. The Powerful Android 10 tablet provides + 46% faster processing speed than Quad-Core tablet, the octa-core chip works seamlessly with the CPU and GPU to achieve an efficient balance between battery life and performance."", ""4G LTE & Collaborative Dual Sim：A business person can either use dual sim tablet，one for work and one for personal use, with both phone numbers active on it. On a 4G Dual SIM tablet, you can combine two different plans from two different operators and get a cheaper bill at the end of the month. With the Dual-Sim card design and wide compatibility of most 4G / 3G / 2G bands, you can always stay connected.（sim card is not included）"", ""Android 11 OS & GMS Certification: The newest android 11 system support new protections for user privacy and security. Extend your apps with high-performance codecs, faster app starts. No bloatware or unexpected ads. With GOOGLE GMS certification, we can freely download any APP in the GOOGLE store, Such as Games, Video, Facebook, Twitter, Skype, YouTube, Instagram etc."", ""Mirror Your Beauty：13MP Rear Camera & 5MP Front Camera pushes the boundaries of what’s possible in a photo. From vast landscapes to breathtaking close-ups, powerful photo / video algorithms help you get colourful, high-resolution images and videos anytime and anywhere. Thanks to a flawless 10 inch design with ultra-slim bezels, a spectacular 1280*800 resolution & IPS HD Display , thrilling wide shots and immense details everywhere you look are all unveiled before your eyes."", ""Dual Box speaker & 6000mAh Battery：The dual Box speaker bring you rich instrumental harmonies, clear vocals, and finely balanced sound. Built in bluetooth, GPS, FM, gravity sensor etc. 6000mAh tablet offers outstanding long battery life. It will stand by you for a thrilling game night or a demanding presentation day, just like a trustworthy friend.""]",120464.613200,119992.500000,1214,49,199,"Tablet 10.1 Inch Android 11 Tablets with 4G LTE Cellular, 4G RAM, 64GB ROM, 2 In 1, Octa-Core, Keyboard，Tablet Case, 13MP Camera, Bluetooth, WiFi, GPS, Dual Sim Card Slot, HD Touchscreen, (Black)",463
Computers & Tablets,2023-07-26T12:02:24.665Z,"[""【4GB RAM+64GB ROM+512GB Expansion】Equipped with the high-performance 4-core processor, it can carry out more advanced tasks while conserving power. With 4GB RAM and 64GB ROM, you can feel free to download your favorite apps and run them smoothly. This tablet supports 128-512GB expansion TF card, which can hold a huge amount of photos and videos."", ""【13MP & 8MP Camera】Speak for yourself with the 13MP Rear Camera & 5MP Camera by capturing photos and videos anytime and anywhere you want. You can record your life moments with the camera and do video call with your family and friends."", ""【10 Inch HD 1280*800 IPS Display】This 10 inch tablet boasts a HD resolution of 1280 × 800 with high color saturation, bringing you clearer pictures and more gorgeous colors. Meanwhile, the IPS LCD display ensure an immersive entertainment exp experience. The Eye Protection mode is also supported to make you play at ease."", ""【Do more, Charge Less】This 10 inch android tablet delivers all-day power with a 6000mAh battery capacity. That means you still have some juice left for video streaming and gaming by the end of the day. Discover a more detailed listening experience via two symmetrical speakers. With dual box speaker for clearer sound, immerse yourself in pure, melodious melody."", ""【GMS Certification】More security and more privacy with GMS certified system. This tablet can be unlocked with PIN code and has split-screen function for efficient use. You have full access to Play Store to download Netflix, Facebook, YouTube, Skype and other apps.""]",98626.741600,98242.500000,1215,0,199,"Tablet 10 Inch Android 11 2 in 1 Tablet with Keyboard 4GB RAM 64GB ROM 128GB Expansion, 13MP Camera, 5G WiFi, Bluetooth Mouse, Stylus, HD Display, 6000 mAh Battery, OTG, Google Certified (Black)",463
Computers & Tablets,2023-07-26T12:02:25.184Z,[],139598.480000,139492.500000,1216,2,199,"kinstone Android 11 Octa-core Tablet PC,10.3 Inch 4G LTE with SIM Card Slot,4G RAM/64G ROM,Metal Shell Material,Blue Ray Eye Protection Function,GPS,5MP/13 MP Dual Camera 5G Dual WiFi,7500mAH Battery",463
Computers & Tablets,2023-07-26T12:02:27.690Z,"[""Purposeful Design: Travel with ease and look great doing it with the Aspire's 3 thin, light design."", ""Ready-to-Go Performance: The Aspire 3 is ready-to-go with the latest AMD Ryzen 3 7320U Processor with Radeon Graphics—ideal for the entire family, with performance and productivity at the core."", ""Visibly Stunning: Experience sharp details and crisp colors on the 15.6\"" Full HD IPS display with 16:9 aspect ratio and narrow bezels."", ""Internal Specifications: 8GB LPDDR5 Onboard Memory; 128GB NVMe solid-state drive storage to store your files and media"", ""The HD front-facing camera uses Acer’s TNR (Temporal Noise Reduction) technology for high-quality imagery in low-light conditions. Acer PurifiedVoice technology with AI Noise Reduction filters out any extra sound for clear communication over online meetings."", ""Wireless Wi-Fi 6 Convenience: Maintain a strong, consistent wireless signal with Wi-Fi 6 (aka 802.11ax) and 2x2 MU-MIMO technology."", ""Improved Thermals: With a 78% increase in fan surface area, enjoy an improved thermal system and an additional 17% thermal capacity. Allowing for longer, more efficient work sessions while not plugged in."", ""Ports For All Your Accessories: 1 - USB Type-C Port USB 3.2 Gen 2 (up to 10 Gbps) DisplayPort over USB Type-C & USB Charging, 2 - USB 3.2 Gen 1 Ports, 1 - HDMI 2.1 Port with HDCP support, 1 - Headphone/Speaker/Line-Out Jack, DC-in for AC adapter"", ""What's In the Box: Acer Aspire Laptop, AC Adapter, Power Cord""]",247611.177100,247492.500000,1221,34,199,"Acer Aspire 3 A315-24P-R7VH Slim Laptop | 15.6"" Full HD IPS Display | AMD Ryzen 3 7320U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 128GB NVMe SSD | Wi-Fi 6 | Windows 11 Home in S Mode",463
